ANIO,MES,AREA,ESTRATO,LLAVE_PANEL,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,FAC_T300
2022,07,1,1,202207034532004811,03453,2,0048,1,1,1,1,2, ,2,67,1,1,7,3,1955,1, , , , , , , , , , , , , , , ,7513,1071,2, ,3,2,1,2,0,4,4,4,4,5,4,25,30,65,2,65,1,1,1,2, , , , , , , ,280, , , , , , , , ,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,220, ,280,500,220,500,1,191.492338042319
2022,07,1,1,202207034532004812,03453,2,0048,1,2,3,1,2, ,1,30,2,2,10,3,1992,1, , , , , , , , , , , , , , , ,3314,4722,1, ,1, ,1,8,10,10,10,10,10,10,13,73,30,103,1, ,2, ,2,2, , , ,5000, , , ,1000, , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,1, , , , , , ,5000, ,1000,6000,5000,6000,1,205.491873478364
2022,07,1,1,202207034532004813,03453,2,0048,1,3,3,1,2, ,2,27,3,3,31,7,1994,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,7513,1071,4, ,3,2,1,2,0,4,4,4,4,6,4,26, ,34,2,34,1,1,1, , , , , , , , , , , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,6,1, , , , , , , , , ,0,0,0,1,211.501806869447
2022,07,1,1,202207034532004814,03453,2,0048,1,4,7,1,2, ,1,83,4,1,19,11,1938,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2, , , , ,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,158.808043422407
2022,07,1,1,202207034532004815,03453,2,0048,1,5,11,1,2, ,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,1,1,202207036233010011,03623,3,0100,1,1,1,1,2, ,1,41,1,1,26,5,1981,1, , , , , , , , , , , , , , , ,2421,1071,3,5,2,1,1,14,11,11,11,0,11,11,11,66,2,68,1, ,2, ,2,2,2,400, , , , , ,200, , , , , , , , ,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , ,17,1732, , ,200,1932,1732,1949,1,118.167679504368
2022,07,1,1,202207036233010511,03623,3,0105,1,1,1,1,2, ,1,54,1,1,26,2,1968,1, , , , , , , , , , , , , , , ,3313,6920,3,5,2,1,1,3,0,0,4,0,4,0,0,8, ,8,1, ,1,1,1,1,2,100, , , , , , , , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,9,3, ,2,2,2,2,2,2,10,6,1, , , , , ,433, , , ,433,433,433,1,95.4738480737729
2022,07,1,1,202207036233010512,03623,3,0105,1,2,2,1,2, ,2,47,2,2,26,4,1975,1, , , , , , , , , , , , , , , ,9412,5610,3,5,1, ,1,17,0,0,5,0,5,0,0,10,4,14,1, ,1,1,1,2,2,60,16, , , , ,300, , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,2,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,1,69, , , , ,260, , ,300,629,329,629,1,95.6783224254268
2022,07,1,1,202207036233010513,03623,3,0105,1,3,3,1,2, ,1,15,3,3,3,1,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,2,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,92.0261855754191
2022,07,1,1,202207036233010514,03623,3,0105,1,4,3,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,1,1,202207036233010711,03623,3,0107,1,1,1,1,2, ,1,54,1,1,1,12,1967,1, , , , , , , , , , , , , , , ,7221,2511,2, ,3,2,1,2,0,8,8,8,0,0,0,24, ,48,2,48,1,1,1,2, , , , , , , , , , , , , , , , ,2,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,5,3, ,2,2,2,2,2,2,10,8,1, , , , , , ,6255, , ,6255,6255,6255,1,101.176849495378
2022,07,1,1,202207036233010712,03623,3,0107,1,2,2,1,2, ,2,48,2,2,14,8,1973,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,8,4, , , , , , , , , , , , ,1,81.4912823668661
2022,07,1,1,202207036233010713,03623,3,0107,1,3,3,1,2, ,1,21,3,3,27,9,2000,1, , , , , , , , , , , , , , , ,7221,2511,3,5,3,2,1,2,0,8,8,8,0,0,0,24, ,48,2,48,2, ,2,2,2,240, , , , , , , , , , , , , , ,2,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , , , , ,1039, , , ,1039,1039,1039,1,94.2305718235904
2022,07,1,1,20220703955022003011,0395502,2,0030,1,1,1,1,2, ,2,34,1,1,8,2,1988,1, , , , , , , , , , , , , , , ,7513,1073,4, ,3,2,1,2,6,6,0,6,0,6,0,24, ,24,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,6,1, , , , , , , , , ,0,0,0,1,240.888350145021
2022,07,1,1,20220703955022003012,0395502,2,0030,1,2,3,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,1,1,20220703955022003013,0395502,2,0030,1,3,3,1,2, ,1,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,1,1,20220703955022003111,0395502,2,0031,1,1,1,1,2, ,1,34,1,1,8,2,1988,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,5,2,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,120.049736609605
2022,07,1,1,20220703955022003211,0395502,2,0032,1,1,1,1,2, ,1,69,1,1,6,5,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,1, , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,6,3, , , , , , , , , , , , ,1,180.873181847075
2022,07,1,1,20220703955022003212,0395502,2,0032,1,2,2,1,2, ,2,69,2,2,7,2,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,2, , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,185.759376188688
2022,07,1,1,20220703955022003213,0395502,2,0032,1,3,3,1,2, ,2,34,3,3,1,6,1988,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,2,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,209.599281676727
2022,07,1,1,20220703955022003214,0395502,2,0032,1,4,3,1,2, ,2,37,4,4,25,6,1985,1, , , , , , , , , , , , , , , ,2330,8521,3,5,1, ,2,30,0,8,8,8,8,8,0,40, ,40,1, ,1,1,1,1,4,1025, , , , , , , , , , , , , , ,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1, , , , ,255,1025, , , ,1025,1025,1280,1,209.302227944156
2022,07,1,1,20220703955022003215,0395502,2,0032,1,5,5,1,2, ,1,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,1,1,20220703955022003216,0395502,2,0032,1,6,5,1,2, ,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,1,1,20220703955022003311,0395502,2,0033,1,1,1,1,2, ,1,61,1,1,15,1,1961,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,1,2, , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,191.677397179498
2022,07,1,1,20220703955022003312,0395502,2,0033,1,2,2,1,2, ,2,58,2,2,14,10,1963,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,12,12,12,12,12,0,60, ,68,2,68,1,2,2,2,4,800,90, , , , , , , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,8,1,390, , , , ,800, , , ,1190,1190,1190,1,209.238564029003
2022,07,1,1,202104033671001411,03367,1,0014,1,1,1,1,2, ,2,28,1,1,9,2,1994,1, , , , , , , , , , , , , , , ,5212,4771,3,5,2,2,1,2,0,11,11,11,11,11,11,66,2,68,1, ,2, ,2,2,4,700, , , , , ,30,20, , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1, , , ,20,13,700, , ,30,750,700,763,1,76.1452925076197
2022,07,1,1,202104033671001511,03367,1,0015,1,1,1,1,2, ,2,44,1,1,26,8,1977,1, , , , , , , , , , , , , , , ,5212,4771,3,5,2,2,1,2,0,11,0,11,11,11,11,55, ,55,1, ,2, ,2,2,4,1350,35, , , , , , , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1,152, , , , ,1350, , , ,1502,1502,1502,1,79.7199189987179
2022,07,1,1,202104033671001611,03367,1,0016,1,1,1,1,2, ,2,27,1,1,13,3,1995,1, , , , , , , , , , , , , , , ,5141,9602,3,5,2,2,1,3,0,10,10,10,10,10,10,60, ,60,1, ,2, ,2,2,2,200, , , , , , , , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,1, , , , ,8,866, , , ,866,866,874,1,79.7199189987179
2022,07,1,1,202104033671001711,03367,1,0017,1,1,1,1,2, ,2,23,1,1,13,3,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,2,2,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,44.9066482449853
2022,07,1,1,202204034002010411,03400,2,0104,1,1,1,1,2, ,2,58,1,1,7,7,1963,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1, , ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1,204.463377717681
2022,07,1,1,202204034002010412,03400,2,0104,1,2,2,1,2, ,1,58,2,2,16,6,1964,1, , , , , , , , , , , , , , , ,7111,4100,1, ,3,2,1,3,6,8,8,8,8,8,8,54,3,57,1, ,2, ,2,2, , , , , , , ,30, , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,1198, ,30,1228,1198,1228,1,253.8549050251
2022,07,1,1,202204034002010413,03400,2,0104,1,3,3,1,2, ,1,21,3,3,8,12,2000,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,0,6,10,10,10,10,10,56, ,56,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1, , , , , , ,983, , ,983,983,983,1,277.821392305456
2022,07,1,1,202207034002010414,03400,2,0104,1,4,3,2, ,2,1,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,07,1,1,202207034002010415,03400,2,0104,1,5,3,2, ,2,2,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,07,1,1,202207034002010416,03400,2,0104,1,6,4,2, ,2,1,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,07,1,1,202207034002010417,03400,2,0104,1,7,5,2, ,2,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,07,1,1,202207034002010418,03400,2,0104,1,8,3,2, ,2,1,19, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,07,1,1,202207034002010511,03400,2,0105,1,1,1,1,2, ,1,52,1,1,1,3,1970,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,0,8,8,8,7,8,10,49, ,49,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,1459, , ,1459,1459,1459,1,253.8549050251
2022,07,1,1,202207034002010512,03400,2,0105,1,2,2,1,2, ,2,51,2,2,1,2,1971,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2, , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,9,4, , , , , , , , , , , , ,1,204.463377717681
2022,07,1,1,202204034002010611,03400,2,0106,1,1,1,1,2, ,2,46,1,1,6,9,1975,1, , , , , , , , , , , , , , , ,9211,0128,3,5,1, ,5,9998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,390,250, , , , , , , , , , , , , ,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1,1083, , , , ,1689, , , ,2772,2772,2772,1,208.581589850023
2022,07,1,1,202204034002010612,03400,2,0106,1,2,3,1,2, ,2,16,2,2,25,12,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,6,4, , , , , , , , , , , , ,1,275.229037157064
2022,07,1,1,202204034002010613,03400,2,0106,1,3,3,1,2, ,1,14,3,3,7,10,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2, , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,230.895703641144
2022,07,1,1,202204034002010617,03400,2,0106,1,4,3,1,2, ,2,22,4,4,11,2,2000,1, , , , , , , , , , , , , , , ,4417,6110,3,5,1, ,5,9998,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,2,150,100, , , , , , , , , , , , , ,1,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,5,1,433, , , , ,650, , , ,1083,1083,1083,1,332.232031622266
2022,07,1,1,202204034002010618,03400,2,0106,1,5,4,1,1, ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2022,07,1,1,202204034002010619,03400,2,0106,1,6,5,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2022,07,1,1,202204034002010711,03400,2,0107,1,1,1,1,2, ,1,49,1,1,25,8,1972,1, , , , , , , , , , , , , , , ,7231,4520,2, ,3,2,1,1,0,0,5,5,5,0,6,21,12,33,1, ,1,1,1,2, , , , , , , ,400, , , , , , , , ,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,8,1, , , , , , ,1249, ,400,1649,1249,1649,1,253.8549050251
2022,07,1,1,202204034002010712,03400,2,0107,1,2,2,1,2, ,2,28,2,2,29,1,1994,1, , , , , , , , , , , , , , , ,5141,9602,2, ,3,2,1,1,5,9,9,9,9,9,9,59, ,59,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1, , , , , , ,1933, , ,1933,1933,1933,1,265.143285700925
