ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CODCIUDAD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,FAC_T300
2023,10,00040,5,0083,1,3,202310000405008311,48,1,1,1,1,2, ,2,76,1,1,2,11,1946,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2, , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,9,4, ,2,2,2,2,2,2,10,8,4, , , , , , , , , , , , ,1,25.0846952132149
2023,10,00040,5,0083,1,3,202310000405008312,48,1,2,7,1,2, ,1,74,2,2,12,5,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,2, , , ,1,5,2, ,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,8,4, , , , , , , , , , , , ,1,40.221876597024
2023,10,00040,5,0083,1,3,202310000405008313,48,1,3,7,1,2, ,1,67,3,3,2,6,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , ,1,4,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,2, ,9,5, ,2,2,2,2,2,2,10,8,2, , , , , , , , , , , , ,1,32.8188322505803
2023,10,00040,5,0083,1,3,202310000405008314,48,1,4,7,1,2, ,2,55,4,4,3,11,1967,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,5322,9609,2, ,3,2,1,1,3,3,3,3,3,3,3,21, ,21,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,8,1, , , , , , ,173, , ,173,173,173,1,34.7413085021761
2023,10,00040,5,0083,1,3,202310000405008315,48,1,5,8,1,2, ,2,23,5,5,4,2,2000,1, , , , , , , , , , , , , , , ,5131,5610,3,5,2,2,1,3,0,6,6,6,6,6,6,36, ,36,1, ,2, ,2,2,2,200,84, , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,8,1,364, , , , ,866, , , ,1230,1230,1230,1,40.1886800649119
2023,10,00040,5,0083,1,3,202310000405008316,48,1,7,8,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2023,10,00040,5,0083,1,3,202310000405008317,48,1,8,8,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2023,10,00040,5,0083,1,3,202310000405008318,48,1,9,8,1,2, ,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2023,10,00040,5,0083,1,3,202310000405008319,48,1,6,11,1,2, ,1,38,6,6,9,5,1985,1, , , , , , , , , , , , , , , ,5211,4649,3,5,2,2,1,7,0,8,8,8,8,8,7,47, ,47,1, ,2, ,2,2,3,720, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,6,1, , , , , ,1440, , , ,1440,1440,1440,1,65.2396766062397
2023,10,00038,6,0046,1,3,202207000386004611,48,1,1,1,1,2, ,2,79,1,1,17,6,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,3, , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,25.6082139127018
